refman,hoja,coorx,coory
45566,YJ2745F,724486.73,4375451.5
43531,YJ2745C,724199.97,4375113.75
44514,YJ2745A,724334.99,4374996.88
45524,YJ2745D,724449.15,4375083.6
46539,YJ2745D,724532.75,4375153.87
46532,YJ2745D,724575.98,4375182.05
46541,YJ2745D,724575.2,4375218.22
85224,YJ2782B,728515.89,4371988.43
85201,YJ2782B,728568.5,4372000.46
81208,YJ2782A,728005.8,4371823.42
48299,YJ2742H,724735.46,4372739.54
49298,YJ2742H,724823.08,4372748.42
57279,YJ2752H,725634.74,4372568.11
56294,YJ2752H,725549.58,4372754.24
56301,YJ2753B,725529.2,4372816.74
83189,YJ2781G,728221.31,4371640.32
81349,YJ2783C,728045.25,4373236.9
77352,YJ2773F,727647.52,4373397.25
77364,YJ2773F,727678.12,4373430.44
78367,YJ2773F,727698.12,4373406.04
76329,YJ2773B,727587.01,4373048.03
62273,YJ2762G,726151.99,4372571.24
63287,YJ2762G,726210.51,4372627.44
45944,YJ2649D,724439.32,4369254.74
45946,YJ2649D,724487.53,4369221.67
46948,YJ2649D,724553.33,4369224.85
47946,YJ2649D,724628.08,4369225.26
47934,YJ2649D,724610.35,4369155.58
47941,YJ2649D,724601.34,4369204.76
48941,YJ2649D,724727.51,4369196.96
45971,YJ2649E,724388.77,4369540.37
68940,YJ2669D,726638.34,4369264.39
67943,YJ2669D,726662.6,4369286.69
68941,YJ2669D,726690.26,4369277.09
68942,YJ2669D,726718.53,4369264.6
68958,YJ2669F,726727.46,4369305.76
67960,YJ2669F,726655.58,4369335.03
67957,YJ2669F,726581.89,4369302.83
66959,YJ2669F,726531.15,4369328.96
66944,YJ2669D,726575.1,4369279.09
55301,YJ2753A,725390.38,4372824.36
55308,YJ2753B,725446.27,4372828.16
55294,YJ2752H,725444.79,4372785.05
55296,YJ2752H,725466.98,4372745.45
77275,YJ2772F,727656.09,4372510.71
81273,YJ2782G,728070.86,4372605.71
81272,YJ2782G,728038.01,4372573.12
80274,YJ2782G,727972.15,4372548.15
21531,YJ2725C,721989.76,4375172.07
80278,YJ2782E,727912.8,4372549.41
79274,YJ2772F,727871.62,4372542.08
73198,YJ2771G,727257.75,4371711.95
74190,YJ2771G,727283.77,4371690.8
76187,YJ2771H,727542.61,4371587.9
75206,YJ2772B,727423.01,4371826.29
96296,YJ2792H,729537.12,4372704.24
99327,YJ2793B,729808.23,4373009.73
94248,YJ2792C,729288.48,4372215.54
36062,YJ2730F,723531.61,4370469.55
51981,YJ2659G,725005.62,4369640.26
63120,YJ2761A,726244.44,4370993.45
71046,YJ2770C,727080.38,4370226.84
90122,YJ2791C,728896.33,4371057.92
90129,YJ2791C,728950.61,4371051.44
01176,YJ3701E,730170.71,4371744.32
39359,YJ3543C,733922.62,4353058.58
42301,YJ3543A,734196.74,4352766.91
43284,YJ3542G,734220.55,4352687.65
35517,YJ2735B,723484.9,4374894.52
92259,YJ2792E,729142.15,4372317.3
46837,YJ2648D,724544.86,4368105.17
46819,YJ2648B,724525.25,4367981.99
46811,YJ2648B,724503.63,4367890.75
47841,YJ2648D,724629.27,4368208.38
85154,YJ2781F,728468.59,4371320.57
86168,YJ2781F,728511.5,4371433.92
82154,YJ2781E,728161.76,4371369
84276,YJ2782E,728342.98,4372503.97
85263,YJ2782F,728458.19,4372466.82
86275,YJ2782F,728544.68,4372508.72
85274,YJ2782F,728471.24,4372520.58
85279,YJ2782F,728440.74,4372536.46
48949,YJ2649D,724730.11,4369253.31
62284,YJ2762G,726165.09,4372632.94
13542,YJ2715C,721175.14,4375282.45
68405,YJ2764B,726742.81,4373820.2
68399,YJ2763H,726717.39,4373721.96
68387,YJ2763H,726724.81,4373628.49
71402,YJ2774A,727049.45,4373869.44
60291,YJ2762G,725907.63,4372782.23
60304,YJ2763A,725945.57,4372838.73
60308,YJ2763A,725914.93,4372824.98
60302,YJ2763A,725910.03,4372865.86
60316,YJ2763A,725937.22,4372901.01
60303,YJ2753B,725889,4372855.67
48204,YJ2742B,724770.09,4371836.73
48237,YJ2742D,724711.5,4372108.18
48235,YJ2742D,724783.69,4372112.8
25058,YJ2820C,722414.82,4380285.26
25041,YJ2820D,722403.6,4380217.89
98271,YJ2792H,729685.65,4372605.08
52342,YJ2753C,725102.16,4373252.74
44914,YJ2649A,724412.08,4369001.76
72251,YJ2772E,727080.59,4372351.57
71245,YJ2772C,727064.08,4372224.59
69279,YJ2762H,726799.75,4372547.89
70277,YJ2772E,726908.89,4372506.33
63289,YJ2762G,726264.82,4372621.98
77409,YJ2774B,727614.74,4373831.96
53342,YJ2753C,725198.11,4373208.98
56349,YJ2753D,725530.72,4373249.65
49382,YJ2743H,724809.29,4373658.91
49426,YJ2744D,724848.38,4374061.84
48423,YJ2744D,724841.3,4374064.94
69384,YJ2763H,726861.97,4373639.88
71379,YJ2773E,727032.78,4373522
71376,YJ2773E,727031.38,4373498.17
71374,YJ2773E,727055.76,4373537.26
71371,YJ2773G,727022.72,4373565.25
97285,YJ2792H,729657.18,4372582.99
71409,YJ2774A,727034.2,4373854.78
17117,YJ2811B,721659.44,4380892.71
17111,YJ2811B,721651,4380969.77
71729,YJ2677A,727050.09,4367062.24
97258,YJ2792F,729611.91,4372373.01
96253,YJ2792F,729554.66,4372373.64
52321,YJ2753A,725104.87,4372997.14
52327,YJ2753A,725169.98,4372998.73
53315,YJ2753A,725259.18,4372989.98
54319,YJ2753A,725345.32,4372961.06
94284,YJ2792G,729367.4,4372649.54
94283,YJ2792G,729374.26,4372685.59
95283,YJ2792H,729482.41,4372662.01
94272,YJ2792G,729356.98,4372570.75
54347,YJ2753C,725372.54,4373215.23
55342,YJ2753D,725411.92,4373235.76
55348,YJ2753D,725442.69,4373215.93
55347,YJ2753D,725451.91,4373192.58
55335,YJ2753D,725475.94,4373192.53
56341,YJ2753D,725505.66,4373208.72
56333,YJ2753D,725488.91,4373179.81
50971,YJ2659E,724904.93,4369493.1
50964,YJ2659E,724955.37,4369473.09
61923,YJ2669C,726112.9,4369284.45
61916,YJ2669A,726100.31,4369171.32
65949,YJ2669D,726410.33,4369242.34
68980,YJ2669H,726663.41,4369665.3
72039,YJ2770C,727166.08,4370129.94
73047,YJ2770C,727252.07,4370237.93
42982,YJ2649G,724121.77,4369644.51
43994,YJ2649G,724194.62,4369761.76
73472,YJ2774G,727248.96,4374567.75
62434,YJ2764C,726184.49,4374231.77
62433,YJ2764C,726128.38,4374173.94
62434,YJ2764C,726252.97,4374199.49
63431,YJ2764C,726261.6,4374181.75
64447,YJ2764C,726311,4374213.07
14551,YJ2715E,721294.26,4375377.64
93319,YJ2793A,729254.44,4372927.03
64461,YJ2764E,726329.75,4374430.07
64459,YJ2764E,726358.18,4374413.77
22057,YJ2820E,722167.66,4380321.5
29027,YJ2820B,722889.87,4380017.96
29029,YJ2820D,722854.52,4380064.91
29031,YJ2820D,722820.11,4380105.1
30024,YJ2830C,722922.44,4380094.88
30026,YJ2830A,722962.27,4380025.65
31013,YJ2830A,723011.94,4379978.98
31019,YJ2830A,723039.73,4379944.82
31017,YJ2830A,723100.47,4379922.98
32004,YJ2830A,723105.2,4379859.8
31009,YJ2830A,722990.53,4379833.16
30019,YJ2830A,722938.2,4379932.4
30005,YJ2830A,722972.5,4379895.62
31999,YJ2739G,723068.83,4379715.46
32001,YJ2830A,723102.74,4379784.44
87213,YJ2782B,728700.51,4371990.65
53274,YJ2752G,725225.68,4372577.07
53288,YJ2752G,725242.93,4372607.69
72406,YJ2774A,727151.86,4373814.92
72409,YJ2774A,727143.67,4373840.25
72416,YJ2774A,727152.46,4373897.94
71415,YJ2774A,727060,4373940.06
59291,YJ2752H,725816.86,4372692.28
59292,YJ2752H,725797.57,4372744.24
35184,YJ2731H,723479.72,4371623.43
49216,YJ2742B,724845.62,4371897.61
50201,YJ2752A,724924.25,4371874.83
50206,YJ2752A,724944.13,4371803.2
49239,YJ2742D,724831.86,4372179.33
88286,YJ2782H,728736.66,4372594.69
53887,YJ2658G,725379.48,4368823.6
55883,YJ2658H,725500.94,4368893.47
54884,YJ2658G,725458.88,4368895.62
57886,YJ2658H,725798.94,4368874.11
52882,YJ2658G,725222.68,4368832.41
52871,YJ2658E,725209.64,4368728.15
52877,YJ2658E,725297.52,4368719.59
55336,YJ2753D,725484.59,4373150.26
55337,YJ2753D,725459.9,4373134.73
61482,YJ2764G,726022.12,4374654.09
58342,YJ2753D,725696.15,4373239.21
57348,YJ2753D,725652.46,4373231.54
58334,YJ2753D,725748.76,4373176.78
58337,YJ2753D,725728.96,4373120.72
80125,YJ2781C,727966.23,4371091.76
81126,YJ2781C,728072.27,4371056.56
82126,YJ2781A,728175.77,4371049.75
83127,YJ2781A,728274.52,4371007.28
84115,YJ2781A,728365.17,4370986.92
86112,YJ2781B,728503.81,4370943.73
85106,YJ2781B,728487.63,4370854.15
86302,YJ2783C,728335.1,4372904.81
16599,YJ2715H,721545.39,4375736.08
18609,YJ2716B,721724.57,4375825.94
84356,YJ2783E,728376.91,4373319.69
86225,YJ2782B,728619.12,4371973.17
88211,YJ2782B,728722.86,4371978.88
01268,YJ3702E,730009.95,4372438.6
90148,YJ2781D,728892.78,4371217.92
89133,YJ2781D,728883.13,4371158.02
90153,YJ2791E,728999.46,4371365.34
90154,YJ2791E,728964.83,4371349.08
16592,YJ2716B,721519.37,4375803.31
18601,YJ2716B,721689.15,4375879.8
17607,YJ2716B,721611.34,4375863.83
17607,YJ2716B,721574.7,4375853.3
20596,YJ2725G,721929.26,4375712.98
20593,YJ2725G,721956.26,4375794.41
44505,YJ2745A,724390.81,4374804.14
83292,YJ2782G,728265.78,4372749.51
85307,YJ2783B,728436.04,4372800.97
87292,YJ2782H,728596.1,4372740.07
52287,YJ2752G,725185.22,4372613.19
52281,YJ2752G,725095.4,4372624.46
53283,YJ2752G,725184.48,4372659.78
88158,YJ2781F,728707.79,4371346.95
87161,YJ2781F,728625.71,4371380.52
84248,YJ2782C,728326.83,4372226.66
54308,YJ2753A,725329.16,4372812.16
52309,YJ2753A,725147.12,4372825.09
39052,YJ2730F,723856.33,4370371.94
40063,YJ2740E,723947.91,4370487.82
37075,YJ2730H,723667.89,4370594.91
38081,YJ2730H,723735.18,4370656.73
38074,YJ2740G,723928.35,4370653.34
39098,YJ2730H,723817.53,4370751.25
74311,YJ2773A,727271.41,4372963.44
36384,YJ2733H,723565.52,4373661.47
37377,YJ2733F,723584.92,4373504.33
39354,YJ2733F,723869.62,4373325.48
42356,YJ2743E,724141.38,4373302.75
45353,YJ2743F,724431.56,4373391.07
47079,YJ2740F,724702.34,4370490.72
48079,YJ2740F,724745.13,4370518.24
43086,YJ2740G,724189.01,4370610.24
87269,YJ2782F,728647.14,4372444.46
88268,YJ2782F,728692.2,4372428.77
88266,YJ2782F,728737.97,4372413.04
88265,YJ2782F,728782.89,4372396.92
40802,YJ2648A,723923.83,4367878.08
42804,YJ2648A,724162.57,4367826.23
42813,YJ2648A,724188.66,4367997.25
43814,YJ2648A,724259.18,4367938.07
43813,YJ2648A,724286.53,4367983.65
43824,YJ2648A,724287.78,4368036.16
43835,YJ2648C,724265.17,4368112.6
65954,YJ2669F,726461.15,4369323.05
68969,YJ2669F,726760.1,4369456.31
68975,YJ2669F,726757.53,4369500.1
31251,YJ2732E,723003.14,4372306.68
28170,YJ2721H,722754.02,4371559.39
29194,YJ2721H,722857.66,4371749.25
84348,YJ2783C,728347.88,4373245.05
84332,YJ2783C,728302.6,4373146.23
86306,YJ2783C,728590.42,4372849.47
86343,YJ2783D,728519.99,4373277.02
87347,YJ2783D,728682.06,4373221.61
86349,YJ2783D,728460.82,4373203.37
89331,YJ2783D,728815.49,4373106.28
83304,YJ2783A,728280.27,4372839.48
82304,YJ2783A,728192.23,4372856.73
46503,YJ2745B,724574.22,4374891.39
76191,YJ2771H,727496.33,4371787.07
19605,YJ2716B,721861.03,4375807.99
17624,YJ2716B,721684.9,4376025.62
20603,YJ2726A,721962.32,4375877.02
19603,YJ2716B,721864.73,4375875.45
21603,YJ2725G,722080.73,4375785.54
93139,YJ2791C,729242.01,4371137.7
94148,YJ2791C,729305.31,4371232.17
48966,YJ2649F,724823.39,4369371.29
48966,YJ2649F,724845.69,4369443.23
91243,YJ2792C,729053.45,4372230.54
50951,YJ2659E,724918.4,4369331.41
43489,YJ2744G,724253.26,4374659.16
91278,YJ2792G,728991.88,4372562.19
92323,YJ2793C,729193.34,4373055.89
95308,YJ2793B,729476.44,4372822.65
94327,YJ2793A,729298.52,4372948.24
93324,YJ2793C,729218.29,4373049.31
91338,YJ2793C,729012.67,4373110.18
91325,YJ2793A,729020,4373057.16
91325,YJ2793A,729055.67,4372907.12
95339,YJ2793D,729437.99,4373152.88
96342,YJ2793D,729456.3,4373281.7
97367,YJ2793F,729603.14,4373411.09
99281,YJ2792H,729804.14,4372784.96
97293,YJ2792H,729673.11,4372790.57
98291,YJ2792H,729715.55,4372757.25
98292,YJ2792H,729743.14,4372755.32
55306,YJ2753B,725470.02,4372848.82
55311,YJ2753B,725405.66,4372905.98
47321,YJ2743B,724599.89,4373009.05
15615,YJ2716B,721489.97,4375986.5
16612,YJ2716B,721528.65,4375977.34
15626,YJ2716B,721477.81,4376020.39
15616,YJ2716B,721469.77,4375929.2
23548,YJ2725C,722191.82,4375229.28
90162,YJ2791E,728935,4371466.37
90175,YJ2791E,728974.66,4371509.39
90176,YJ2791G,728974.51,4371560.31
91178,YJ2791G,729038.19,4371547.24
91186,YJ2791G,729005.11,4371630.03
52255,YJ2752E,725164.34,4372383.34
53251,YJ2752E,725211.75,4372395.29
53259,YJ2752E,725227.62,4372347.66
49226,YJ2742B,724827.05,4371979.57
39228,YJ2732D,723745.55,4372066.73
39238,YJ2732D,723853.64,4372109.82
39235,YJ2732D,723822.56,4372144.28
36260,YJ2732F,723458.01,4372394.12
57543,YJ2755D,725683.51,4375247.01
41528,YJ2745C,723981.76,4375041.14
41536,YJ2745C,724034.75,4375123.72
42534,YJ2745C,724229.27,4375066.2
73846,YJ2778C,727269.44,4378239.01
72819,YJ2778A,727114.21,4377929.08
71815,YJ2778A,727058.9,4377987.73
71814,YJ2778A,727067.8,4377966.76
19548,YJ2715D,721808,4375244.47
21538,YJ2725C,722004.08,4375135.66
19568,YJ2715F,721846.28,4375406.52
18562,YJ2715F,721714.6,4375444.71
85825,YJ2688D,728480.98,4368227.23
38235,YJ2732D,723766.62,4372175.8
94131,YJ2791C,729329.71,4371188.77
94138,YJ2791C,729294.97,4371129.75
93145,YJ2791C,729253.62,4371197.4
93143,YJ2791C,729258.1,4371245.43
93141,YJ2791C,729203.49,4371270.46
93147,YJ2791C,729187.68,4371213.5
92142,YJ2791C,729153.69,4371278.39
97286,YJ2792H,729624.07,4372595.58
48479,YJ2744F,724749.48,4374533.25
63526,YJ2765A,726264.03,4375009.97
80241,YJ2782C,727894.02,4372247.81
78259,YJ2772F,727744.58,4372347.58
78256,YJ2772F,727737.86,4372299.18
54313,YJ2753A,725306.82,4372989.51
70489,YJ2774G,726927.76,4374639.62
71491,YJ2774G,727013.35,4374754.29
71494,YJ2774G,727070.27,4374752.49
78249,YJ2772D,727753.34,4372222.26
79232,YJ2772D,727849.54,4372180.32
79237,YJ2772D,727804.61,4372109.73
87108,YJ2781B,728646.31,4370760.65
88133,YJ2781D,728774.06,4371179.17
41515,YJ2745A,724075.54,4374918.53
97262,YJ2792F,729619.01,4372494.5
72455,YJ2774E,727209.21,4374315.93
71443,YJ2774C,727080.81,4374276.87
71441,YJ2774C,727005.47,4374278.95
71471,YJ2774E,726991.61,4374515.95
71467,YJ2774E,726976.29,4374424.53
71464,YJ2774E,727080.2,4374436.35
72471,YJ2774G,727114.49,4374576.27
61493,YJ2764G,726082.99,4374774.6
60513,YJ2765A,725979.92,4375005.13
60505,YJ2765A,725979.21,4374815.01
61514,YJ2765A,726080.08,4374937.97
40231,YJ2742C,723912.63,4372098.09
41240,YJ2742C,723939.53,4372169.69
47106,YJ2741B,724670.76,4370848.85
93984,YJ2699G,729263.11,4369670.23
37326,YJ2733B,723678.67,4373046.95
39318,YJ2733B,723811.08,4372927.71
39311,YJ2733B,723795.11,4372982.41
38318,YJ2733B,723723.41,4372953.53
37372,YJ2733H,723667.87,4373587.3
36385,YJ2733H,723574.16,4373603.92
37385,YJ2733H,723689.2,4373612.15
38387,YJ2733H,723722.7,4373608.48
37374,YJ2733H,723647.73,4373546.81
32006,YJ2830A,723145.83,4379819.43
33003,YJ2830A,723215.07,4379882.31
33006,YJ2830A,723276.69,4379811.61
33016,YJ2830A,723288.29,4379924
44723,YJ2747C,724325.89,4377076.28
91182,YJ2791G,729056.27,4371665.76
89162,YJ2791E,728846.61,4371495.55
89174,YJ2781H,728879.5,4371532.41
89173,YJ2791G,728880.68,4371595.54
54266,YJ2752E,725365.14,4372464.77
54264,YJ2752E,725341.77,4372461.77
54269,YJ2752E,725323.48,4372440.2
53269,YJ2752E,725243.06,4372443.85
53268,YJ2752E,725247.94,4372402.28
53263,YJ2752E,725196.66,4372467.81
53261,YJ2752E,725204.44,4372424.58
94263,YJ2792F,729392.74,4372457.15
94262,YJ2792E,729352.84,4372480.04
33336,YJ2733C,723277.87,4373149.97
38328,YJ2733D,723752.18,4373066.85
32339,YJ2733C,723169.01,4373140.77
71498,YJ2774G,727030.86,4374714.49
72481,YJ2774G,727097.85,4374681.79
71488,YJ2774G,727031.52,4374654.69
64512,YJ2765A,726340.67,4374905.83
64511,YJ2765A,726311.14,4374953.82
85136,YJ2781D,728477.6,4371146.93
96081,YJ2790H,729563.14,4370617.72
11562,YJ2715E,721010.92,4375412.96
69716,YJ2667B,726874.48,4366961.16
81281,YJ2782G,727980.64,4372699.5
79284,YJ2772H,727861.53,4372636.29
78283,YJ2772H,727748.63,4372661.45
78285,YJ2772H,727749.85,4372618.87
78272,YJ2772H,727746.85,4372582.32
72228,YJ2772A,727144.35,4371980.57
72203,YJ2772A,727171.89,4372004.36
74218,YJ2772A,727329.55,4371933.41
48111,YJ2741B,724692.77,4370904.92
97287,YJ2792H,729602.2,4372605.85
43498,YJ2744G,724176.25,4374665.57
80254,YJ2782E,727979.58,4372344.67
79252,YJ2772F,727858.9,4372382.92
78261,YJ2772F,727684.14,4372466.22
75304,YJ2773B,727480.09,4372848.21
75203,YJ2772B,727453.14,4371886.16
77209,YJ2772B,727663.85,4371830.51
78206,YJ2772B,727764.29,4371798.23
76199,YJ2771H,727518.24,4371712.52
17598,YJ2715H,721651.28,4375716.18
23599,YJ2725G,722215.57,4375753.28
24581,YJ2725G,722291.19,4375669.22
19599,YJ2715H,721837.77,4375721.67
81198,YJ2781G,728058.55,4371697.24
92133,YJ2791C,729174.72,4371173.02
33999,YJ2739G,723210.38,4379744.2
52903,YJ2759A,725095.38,4378833.07
46905,YJ2749B,724545.06,4378803.19
47909,YJ2749B,724634.31,4378836.2
18102,YJ2811B,721570.7,4380854.16
52851,YJ2658C,725125.37,4368234.85
39236,YJ2732D,723777.51,4372151.36
57278,YJ2752F,725630.09,4372514.4
53245,YJ2752C,725249.65,4372229.6
43250,YJ2742E,724202.59,4372315.99
34341,YJ2733C,723291.96,4373223.17
34346,YJ2733C,723363.68,4373256.32
37375,YJ2733F,723650.71,4373510.95
38376,YJ2733F,723745.59,4373531.31
38372,YJ2733H,723718.38,4373578.19
39377,YJ2733F,723837.81,4373497.42
37369,YJ2733F,723643.38,4373420.5
40378,YJ2743E,723890.04,4373539.55
40379,YJ2743G,723947.04,4373540.48
90325,YJ2793A,728972.09,4372993.49
90301,YJ2792G,728928.71,4372793.53
40833,YJ2648C,723955.76,4368179.5
41832,YJ2648C,724033.86,4368168.88
43846,YJ2648C,724224.06,4368203.98
43849,YJ2648C,724235.76,4368245.29
44831,YJ2648C,724307.78,4368186.82
44835,YJ2648D,724368.38,4368168.51
44847,YJ2648C,724378.84,4368225.4
80176,YJ2781E,727945.61,4371517.22
81171,YJ2781E,728006.98,4371498.6
73218,YJ2772A,727237.35,4371897.51
73191,YJ2771G,727210.41,4371757.83
74208,YJ2772A,727317.15,4371853.46
20554,YJ2725E,721979.39,4375360.48
17583,YJ2715H,721646.53,4375669.73
19619,YJ2716B,721834.43,4375935.96
16625,YJ2716B,721603.99,4375926.33
48521,YJ2745B,724702.35,4375011.06
48505,YJ2745B,724787.87,4374885.53
47506,YJ2745B,724638.04,4374859.45
44507,YJ2745A,724320.46,4374824.26
43493,YJ2744G,724258.11,4374790.61
42549,YJ2745C,724146.19,4375258.02
42559,YJ2745E,724124.62,4375351.29
42554,YJ2745E,724140.26,4375340.82
96285,YJ2792H,729577.91,4372618.12
88284,YJ2782H,728772.25,4372648.57
89269,YJ2782F,728837.84,4372432.31
95317,YJ2793B,729418.25,4372892.54
95319,YJ2793B,729458.57,4372955.89
30475,YJ3534G,732915.06,4354589.25
34443,YJ3534C,733305.83,4354300.72
44022,YJ2740C,724318.96,4370041.68
44031,YJ2740C,724335.02,4370094.89
85195,YJ2781H,728466.08,4371701.57
84183,YJ2781G,728376.54,4371656.32
85189,YJ2781H,728418.58,4371642.17
85224,YJ2782B,728466.38,4372026.74
87228,YJ2782D,728622.99,4372042.83
54284,YJ2752G,725326.86,4372691.38
52277,YJ2752E,725189.39,4372529.08
52275,YJ2752G,725171.31,4372575.25
88242,YJ2782D,728780.26,4372263.1
87255,YJ2782F,728688.49,4372320.98
87172,YJ2781F,728626.58,4371465.29
88169,YJ2781F,728746.05,4371430.86
89156,YJ2781F,728811.63,4371313.43
89156,YJ2781F,728801.18,4371332.19
44984,YJ2649G,724340.58,4369689.91
56191,YJ2751H,725497.76,4371755.21
55192,YJ2751H,725438.34,4371768.6
54193,YJ2751G,725385.51,4371783.05
54206,YJ2752A,725334.88,4371808.36
64212,YJ2762A,726320.63,4372003.09
65229,YJ2762D,726407.12,4372048.55
48112,YJ2741B,724718.83,4370938.49
48114,YJ2741B,724741.72,4370976.3
72090,YJ2770G,727043.62,4370661.37
66237,YJ2762D,726509.13,4372107.45
37422,YJ2734D,723625.19,4374066.13
51267,YJ2752E,725067.08,4372417.71
50278,YJ2752E,724894.41,4372528.29
48282,YJ2742H,724754.58,4372668.07
48289,YJ2742H,724747.09,4372634.91
49283,YJ2742H,724881.57,4372684.52
82192,YJ2781G,728148.5,4371763.32
83214,YJ2782A,728276.66,4371935.54
83209,YJ2782A,728248.74,4371830.63
84208,YJ2782A,728311.79,4371838.14
84198,YJ2781G,728255.17,4371711.48
49332,YJ2743D,724847.43,4373158.33
48313,YJ2743B,724795.19,4372972.88
53262,YJ2752E,725204.55,4372456.19
40488,YJ2734H,723889.38,4374649.95
57382,YJ2753H,725632.65,4373695.84
56397,YJ2753H,725489.08,4373699.42
58386,YJ2753H,725721.85,4373604.21
59526,YJ2755D,725863.42,4375063.57
59535,YJ2755D,725869.71,4375117.25
59523,YJ2755D,725853.12,4375111.72
59522,YJ2755D,725837.48,4375100.28
57523,YJ2755D,725769.99,4375059.05
59521,YJ2755D,725809.1,4375069.47
57529,YJ2755D,725723.16,4375052.16
97257,YJ2792F,729586.84,4372306.78
97242,YJ2792D,729637.95,4372269.93
72397,YJ2773G,727108.94,4373690.26
63308,YJ2763A,726207.29,4372863.36
76397,YJ2773H,727500.69,4373722.05
75415,YJ2774B,727474.27,4373916.73
49401,YJ2744B,724821.17,4373873.58
51415,YJ2754A,725087.43,4373887.71
52419,YJ2754A,725132.92,4373916.62
50418,YJ2754A,724923.41,4373944.88
50391,YJ2744B,724898.08,4373784.81
51371,YJ2753G,725021.93,4373570.77
58407,YJ2753H,725723.07,4373798.14
58382,YJ2753H,725723.76,4373684.16
59399,YJ2753H,725821.44,4373738.41
59398,YJ2753H,725783.52,4373745.45
58405,YJ2754B,725749.7,4373821.56
59392,YJ2753H,725858.62,4373768.97
59408,YJ2754B,725803.96,4373831.86
57528,YJ2755D,725607.85,4375041.69
57524,YJ2755B,725682.74,4375024.83
58511,YJ2755B,725704.33,4374964.37
62304,YJ2763A,726194.43,4372829.93
59339,YJ2753D,725830.93,4373135.93
59322,YJ2753D,725806.82,4373046.75
33222,YJ2732C,723232.4,4372065.49
34229,YJ2732A,723369.79,4372032.47
34226,YJ2732A,723335.03,4371988.01
34214,YJ2732A,723369.8,4371938.88
37097,YJ2730H,723664.25,4370711.37
56037,YJ2750B,725500.05,4370092.8
43230,YJ2742C,724183.78,4372096.92
43238,YJ2742C,724213.51,4372133.59
43240,YJ2742C,724202.76,4372217.15
44256,YJ2742C,724348.67,4372263.29
39261,YJ2732F,723817.95,4372462
72204,YJ2772A,727185.19,4371829.2
72216,YJ2772A,727145.22,4371918.15
72205,YJ2772A,727210.21,4371844.78
39497,YJ2734H,723777.23,4374733.41
39506,YJ2735B,723839.31,4374796.07
40497,YJ2744G,723934.95,4374695.4
38511,YJ2735B,723728.1,4374991.34
71075,YJ2770G,727072.75,4370556.78
72081,YJ2770G,727127.01,4370677.75
57093,YJ2751B,725657.82,4370788.87
56069,YJ2750F,725632.29,4370648.79
56069,YJ2750F,725672.75,4370672.5
58070,YJ2750H,725696.2,4370540.03
58081,YJ2750H,725689.98,4370614.47
55093,YJ2750E,725430.14,4370617.24
55093,YJ2750E,725428.61,4370641.27
55217,YJ2752A,725408.99,4371914.12
44809,YJ2648A,724311.53,4367846.59
26985,YJ2729H,722563.89,4379678.87
75392,YJ2774B,727446.31,4373795.43
76396,YJ2773H,727592.91,4373707.47
77398,YJ2773H,727636.17,4373701.8
77399,YJ2773H,727643.14,4373750.61
76434,YJ2774D,727556.17,4374151.18
76436,YJ2774D,727553.96,4374112.5
76422,YJ2774D,727550.14,4374078.94
76429,YJ2774D,727546.9,4374042.76
76421,YJ2774D,727498.19,4374052.16
75423,YJ2774D,727467.01,4374058.34
72398,YJ2773G,727126.2,4373751.74
76437,YJ2774D,727505.23,4374114.94
75434,YJ2774D,727473.96,4374119.49
42193,YJ2741G,724166.17,4371768.11
43196,YJ2741G,724251.29,4371716.47
44182,YJ2741G,724343.79,4371672.8
60284,YJ2762G,725969,4372633.74
61288,YJ2762G,726001.02,4372632.22
75416,YJ2774B,727427.27,4373915.19
60285,YJ2762G,725964.09,4372607.06
61287,YJ2762G,725989.31,4372601.74
74383,YJ2773G,727381.09,4373682.49
75387,YJ2773H,727480.32,4373635.94
61303,YJ2763A,726082.28,4372904.2
75432,YJ2774D,727416.46,4374140.21
75445,YJ2774D,727480.35,4374183.12
76447,YJ2774D,727512.59,4374188.03
72086,YJ2770G,727159.65,4370606
74437,YJ2774C,727334.07,4374097
73435,YJ2774C,727294.22,4374098.46
73436,YJ2774C,727259.85,4374101.41
43173,YJ2741G,724290.92,4371577.27
45171,YJ2741H,724394.28,4371573.86
45193,YJ2741H,724494.19,4371776.91
46205,YJ2742B,724585.5,4371812.51
34250,YJ2732E,723303.1,4372329.1
35240,YJ2732C,723359.8,4372196.2
33232,YJ2732C,723239.64,4372168.46
34239,YJ2732C,723328.08,4372160.55
77243,YJ2772D,727666.14,4372262.83
77242,YJ2772D,727636.84,4372279.97
29162,YJ2721F,722838.36,4371470.55
29169,YJ2721F,722845.19,4371445.35
30161,YJ2731E,722902.45,4371467.78
30170,YJ2731E,722887.43,4371485.16
30177,YJ2731E,722898.76,4371521.6
29174,YJ2721F,722866.44,4371519.92
30176,YJ2731E,722933.07,4371505.77
30169,YJ2731E,722935.52,4371464.17
69747,YJ2667D,726816.35,4367201.23
70735,YJ2677C,726966.83,4367179.36
68749,YJ2667D,726690.12,4367232.93
56798,YJ2657H,725514.45,4367718.26
56805,YJ2658B,725558.77,4367889.08
58792,YJ2657H,725707.66,4367755
32352,YJ2733E,723065.35,4373304.37
21599,YJ2725G,722014.72,4375724.52
25581,YJ2725H,722391.4,4375691.18
45740,YJ2747D,724456.79,4377191.17
